"","species","specimen","landmark1_1","landmark1_2","landmark1_3","landmark3_1","landmark3_2","landmark3_3","landmark5_1","landmark5_2","landmark5_3","landmark7_1","landmark7_2","landmark7_3","landmark9_1","landmark9_2","landmark9_3","landmark11_1","landmark11_2","landmark11_3","landmark13_1","landmark13_2","landmark13_3","landmark15_1","landmark15_2","landmark15_3","landmark17_1","landmark17_2","landmark17_3","landmark19_1","landmark19_2","landmark19_3","landmark21_1","landmark21_2","landmark21_3","landmark23_1","landmark23_2","landmark23_3","landmark25_1","landmark25_2","landmark25_3","landmark27_1","landmark27_2","landmark27_3","landmark29_1","landmark29_2","landmark29_3","landmark31_1","landmark31_2","landmark31_3","landmark33_1","landmark33_2","landmark33_3","landmark35_1","landmark35_2","landmark35_3","landmark37_1","landmark37_2","landmark37_3","landmark39_1","landmark39_2","landmark39_3","landmark41_1","landmark41_2","landmark41_3","landmark43_1","landmark43_2","landmark43_3","landmark45_1","landmark45_2","landmark45_3","landmark47_1","landmark47_2","landmark47_3","landmark49_1","landmark49_2","landmark49_3","landmark51_1","landmark51_2","landmark51_3","landmark53_1","landmark53_2","landmark53_3","landmark55_1","landmark55_2","landmark55_3","landmark57_1","landmark57_2","landmark57_3","landmark59_1","landmark59_2","landmark59_3","landmark61_1","landmark61_2","landmark61_3","landmark63_1","landmark63_2","landmark63_3","landmark65_1","landmark65_2","landmark65_3","landmark67_1","landmark67_2","landmark67_3","landmark69_1","landmark69_2","landmark69_3","landmark71_1","landmark71_2","landmark71_3","landmark73_1","landmark73_2","landmark73_3","landmark75_1","landmark75_2","landmark75_3","landmark77_1","landmark77_2","landmark77_3","landmark79_1","landmark79_2","landmark79_3","landmark81_1","landmark81_2","landmark81_3","genus"
"102","Bradypus_variegatus","BMNH_34_7_30_2",24.5629,10.5723,-3.4938,47.8794,18.4631,8.6969,15.3114,10.7041,4.5871,52.7651,26.1693,9.5894,51.8677,36.7714,7.7522,17.729,20.4212,-2.2783,31.2993,39.9957,8.1526,43.3103,41.3247,9.2553,0.6734,-5.4297,-0.0185,19.0188,8.1259,6.312,36.4695,20.5124,6.6254,-4.6116,-3.7994,-10.4763,36.1906,0.0571,-0.632,40.5594,15.1966,5.5358,10.2585,-6.1114,-4.5318,20.2628,8.5057,-2.6286,0.0272,0.1891,0.2818,10.5711,-6.3906,-7.8909,27.8477,-2.8287,-9.8945,35.4588,3.6339,-13.7181,-3.3156,11.8159,-7.6537,5.7194,27.3883,-9.2961,13.9166,33.7347,-12.6134,2.0124,14.1758,0.0714,22.8043,24.8373,14.5314,40.5992,36.5914,9.5965,14.8481,-2.9753,1.3638,32.4268,15.034,13.8901,1,1,1,-0.1836,-0.1626,0.0389,23.8935,0.6262,-2.9823,33.8227,-5.9537,-15.1415,46.7319,-2.2907,-6.3833,1.4738,4.3479,-0.516,26.1068,22.6173,-19.7064,38.0186,25.0779,-16.8664,44.7685,24.8187,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"103","Bradypus_variegatus","BMNH_34_7_30_3",24.4473,10.1302,-1.8374,44.6891,16.7586,8.5183,13.5316,9.1726,4.1091,50.8876,25.0244,7.3352,49.5561,33.6882,5.9451,18.0375,20.1612,-2.6463,30.3989,38.3286,6.7927,42.1136,37.8223,7.4201,-0.4939,-5.2467,-1.1146,17.4784,6.8596,5.4808,35.1043,19.8479,5.5795,-4.4768,-3.7704,-10.4775,33.4656,0.4326,-1.0436,36.8147,14.385,4.387,9.2325,-5.8842,-6.0856,20.2739,7.0857,-1.6425,0.1231,-0.0096,0.06,10.1984,-6.4631,-8.3163,23.9645,-6.7563,-4.0835,33.6682,2.5491,-11.7873,-3.0006,10.3108,-7.9025,3.2819,25.0932,-6.7395,12.9749,29.8763,-13.2721,2.3371,13.511,-0.2597,23.8076,22.9259,12.4647,40.9038,34.7298,7.4449,12.3615,-2.8944,-0.1853,29.4822,13.5849,12.5374,46.5452,25.2232,6.8795,-0.0937,0.0275,0.0697,21.9124,-0.55,-0.9169,32.6436,-5.2647,-13.0873,43.2957,-2.3528,-5.5239,0.7865,2.7945,0.4719,25.923,21.5178,-19.1284,35.0417,22.9243,-14.3194,41.9044,23.461,-0.3211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"104","Bradypus_variegatus","BMNH_39_4067",27.2374,12.2097,-4.3764,52.2948,21.5823,0.4084,16.8157,12.2728,6.2218,58.8101,32.1424,-2.9518,56.1777,41.5753,-6.2337,17.3903,24.8208,-4.4082,32.3562,45.8064,1.4607,47.4446,46.6072,-3.2202,1.2037,-7.3723,1.9456,20.0149,8.7957,6.4646,42.5401,25.8851,1.8211,-3.8389,-4.2938,-12.136,37.3927,-0.6639,-0.0372,45.5542,18.5716,-1.4502,12.1801,-7.2876,-5.4437,21.1107,8.2013,-1.3167,0.1999,-0.1149,0.0825,11.7994,-6.9133,-8.9128,25.1597,-11.3775,-7.5714,37.8453,3.2463,-12.5234,-4.4709,11.906,-8.4202,-4.8401,25.9194,-6.9241,10.0541,33.928,-13.9977,3.1415,15.2025,-0.7464,28.2538,31.979,9.946,46.108,43.4467,-1.7709,15.6082,-2.3794,-0.5744,36.837,18.5241,10.2661,54.4321,32.0647,-1.3206,0.1132,0.1894,-0.0983,23.3041,-1.9577,-1.1152,38.0677,-7.9857,-14.2479,44.8348,-1.9435,-2.8364,0.0944,4.2392,-0.2561,30.9347,24.1074,-24.0828,41.7324,25.3242,-17.0648,48.4904,26.8168,-0.2836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"105","Bradypus_variegatus","BMNH_80_5_6_55",26.0463,11.1165,-1.4969,52.6977,21.9217,6.8862,16.564,13.6328,4.9042,57.4494,31.8099,8.6863,55.5939,41.6406,3.3625,17.4921,24.0321,-1.2504,33.5108,46.655,8.3625,46.0149,46.3312,8.5201,-0.6264,-7.3642,-0.5957,19.2492,8.3183,5.6505,40.2607,22.7473,7.022,-1.1519,-1.8263,-12.7233,39.6064,0.4191,1.4166,42.732,18.2334,7.1307,12.0713,-8.0794,-4.6976,23.0175,10.0549,1.75,-0.3079,-0.1314,0.4147,13.3733,-7.5238,-8.4312,29.8273,-7.9918,-4.4865,40.3327,1.5982,-8.5383,-2.7428,14.0885,-9.2139,-0.2161,30.6184,-5.1088,12.3346,39.0258,-8.4329,0.7575,16.4173,-2.2718,26.1877,31.3177,14.2234,44.2741,42.3286,7.3572,15.0921,-2.9963,-1.1121,37.8258,16.4345,14.0763,53.3278,31.5389,8.5627,-0.3227,0.2836,-0.9042,24.8212,0.3246,-7.0805,38.0703,-5.2938,-20.6782,48.524,-2.1338,-6.7018,-2.3999,5.6128,-3.6265,27.2792,30.5754,-27.335,41.201,33.0975,-15.565,47.9399,32.089,2.3238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"106","Bradypus_variegatus","BMNH_80_5_6_58",26.322,10.2381,-1.0574,51.7212,22.3037,9.1054,16.0048,11.9039,7.3983,56.6281,32.1779,8.3649,55.7266,41.0895,5.6366,19.0495,23.3333,0.2544,33.9128,47.8569,8.7336,46.7515,45.696,8.6632,-1.294,-7.8448,1.0241,20.6249,8.5888,8.4529,40.4832,24.5862,8.5206,-3.9365,-3.2203,-13.589,39.1082,-0.03,-0.6021,44.3528,18.551,6.7009,11.1397,-8.3588,-4.6602,22.9297,9.0511,1.1238,-0.2033,0.3152,-0.8159,11.9796,-7.2926,-8.1199,27.0203,-9.3522,-6.1603,42.5306,3.0883,-12.3443,-2.9969,13.1871,-8.0068,-1.4322,28.2337,-5.687,12.4321,38.9897,-10.9986,-0.06,15.1826,0.6804,26.2611,32.6982,16.7344,45.5432,42.5103,10.2326,14.6457,-3.6894,-0.0113,38.4987,16.288,16.3221,52.4261,32.5413,9.4818,0.1705,-0.4855,-0.1733,24.5638,-1.0229,-3.1689,36.5145,-8.0304,-16.2188,44.0889,-3.1025,-4.8715,-2.6874,2.6454,-0.2361,25.8378,27.3324,-25.5016,37.8633,29.5112,-16.5118,44.244,29.7019,1.7255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"107","Bradypus_variegatus","BMNH_80_5_6_59",23.4463,11.8245,-0.9507,46.2961,21.5593,8.5843,14.3182,11.6352,6.1847,51.1517,29.3887,9.1549,49.5459,38.3666,5.4073,16.0687,21.0304,0.8173,29.8355,41.167,7.4986,41.2816,42.2468,8.6496,1.1109,-7.0414,-1.3111,17.074,7.8388,6.9906,35.7047,22.139,7.5702,-2.1708,-2.6278,-12.6714,35.2425,0.4392,-0.2667,38.5193,17.1011,6.7198,11.9771,-6.6598,-3.0664,19.3841,9.5908,1.1216,-0.0861,0.1319,-0.1059,12.4352,-6.0569,-7.3088,25.8786,-6.5567,-4.6903,34.6071,1.1173,-6.9199,-3.0273,12.4235,-7.7044,-1.1219,26.6426,-5.4036,7.5647,33.9997,-7.3664,-0.257,14.1793,-0.4607,22.8586,28.3213,14.4689,39.7854,38.8383,8.595,13.9068,-3.1609,-0.2024,32.9716,15.0189,14.9445,48.0982,28.9633,8.8066,0.3758,-0.1185,-0.2851,19.3691,-1.0545,-4.0891,30.3836,-5.8243,-14.4077,37.9371,-2.3389,-4.6781,-1.4451,3.169,0.3452,18.7149,24.0788,-21.6749,30.1451,26.6656,-15.8832,36.3803,27.9386,-0.5887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"108","Bradypus_variegatus","BMNH_80_5_6_69",23.3044,11.9792,1.3219,46.6923,21.8622,8.1834,14.2965,11.6309,5.8618,51.3309,29.3386,8.2743,49.6701,38.5718,4.1038,16.294,20.7879,1.0168,29.5355,41.0278,7.472,41.6106,41.9153,8.3158,-0.0984,-5.8065,-1.4115,17.2429,8.7514,6.8766,35.37,21.9079,6.4028,-2.3057,-3.0583,-12.0304,35.261,0.0859,0.7728,38.1899,17.0197,5.9934,11.8822,-6.6697,-3.4593,18.9733,7.9609,0.871,0.1251,-0.1723,0.4952,13.1019,-6.0598,-7.042,26.8947,-7.0678,-4.1642,35.607,1.4744,-7.0468,-2.6625,12.066,-8.0396,-0.6852,26.7746,-5.8026,7.8761,32.4658,-8.8423,-0.2186,14.1624,-0.8232,22.5051,29.3474,13.5846,40.1486,38.8055,7.9066,13.5738,-3.1937,-0.1689,33.6324,15.6612,13.9592,47.3262,29.1917,8.1284,-0.4041,0.2886,0.2006,19.0247,-0.4516,-3.7603,29.9656,-5.0624,-14.0383,37.4477,-1.0202,-4.5891,-0.948,3.154,-0.8593,18.1751,24.7899,-21.0372,29.8463,27.5914,-14.8331,35.1625,28.4579,0.2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"109","Bradypus_variegatus","BMNH_1852_9_20_05",29.2165,12.1207,-5.4716,59.9848,24.2625,3.9415,17.8814,13.8863,4.764,63.0515,34.8534,1.6262,59.5644,43.6861,-3.9615,19.5769,24.7993,-4.3384,40.5901,48.3385,4.6444,52.6711,50.3902,2.6111,0.2253,-7.1978,2.0342,20.6598,10.2445,5.3007,45.1041,26.7907,2.7578,-4.8382,-3.681,-11.9861,42.4582,-0.3652,-1.2844,45.0148,21.8531,1.5088,10.8281,-8.1842,-6.897,25.0357,9.8536,-1.9433,0.3969,-0.5078,-0.7482,13.1089,-8.4442,-9.5005,29.8041,-8.7937,-7.5152,39.2468,0.4459,-14.5011,-3.2975,15.0026,-7.7804,0.4968,30.8621,-5.5505,11.622,39.1407,-11.9637,0.8487,16.4018,-2.1033,28.1998,32.1932,11.9729,50.6052,45.4703,1.8294,14.4604,-3.2687,-3.0038,39.0363,17.1945,11.5074,58.5616,34.9353,1.1006,-0.3351,-0.2214,0.6193,23.8223,-0.9772,-5.5353,41.8354,-5.7097,-17.0993,48.7683,-2.4988,-5.9086,-0.4891,3.694,-0.6948,29.376,28.8676,-24.3973,40.6702,30.6276,-16.1003,50.7902,30.9362,1.7579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"110","Bradypus_variegatus","Brad-var-bur-Gus1",30.0009,11.6225,1.3248,52.4133,16.649,3.7564,18.4267,11.9749,5.6698,58.8537,28.4471,1.4993,56.4424,36.7124,-2.0677,23.8704,23.7485,1.2658,38.4886,40.3287,5.1052,49.1499,41.7488,0.8046,0.8846,-6.8475,1.3694,21.0378,7.8353,6.5101,43.2178,22.8171,3.7276,-4.2442,-0.8966,-9.9136,37.6184,-0.4984,-0.2489,42.7916,17.7261,2.3334,10.4828,-7.3059,-7.6623,27.5221,10.3206,-1.5123,1,1,1,11.7675,-7.5428,-6.0042,26.5535,-8.155,-5.3661,35.2954,-1.4037,-8.2094,-1.3705,15.9472,-5.3523,3.2222,29.3611,-3.1577,13.8658,33.8669,-7.0835,3.6166,15.2122,-0.948,29.7305,27.3557,10.7454,47.8957,38.1839,1.2855,13.9765,-3.2234,-0.534,37.6001,16.3818,11.0137,54.8935,28.9709,1.2004,-0.2822,-0.1989,0.2528,23.7556,-1.5614,-1.3893,35.7122,-6.6065,-12.6665,41.2332,-1.9364,-3.0024,1.1678,3.2775,0.3322,26.4231,23.4276,-19.6085,39.4398,22.3906,-13.7083,45.6765,23.4853,0.6763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"111","Bradypus_variegatus","CG1911-247",32.2233,12.0185,0.3376,54.6057,17.4972,4.2401,22.7534,13.8003,6.6487,62.4832,26.0256,8.9139,60.53,35.887,0.8722,26.1071,22.1013,-0.124,41.6299,40.9262,2.479,53.9554,39.63,8.287,5.0454,-1.8216,2.1871,23.9676,9.9663,7.5315,45.2501,20.7077,5.9159,-1.4788,-1.2294,-9.907,40.186,-0.0879,-1.275,45.4695,15.3496,5.4147,14.8336,-4.1133,-3.4211,30.1477,11.2389,-3.7719,1,1,1,13.7254,-3.9572,-9.8047,30.1947,-5.5098,-6.6979,41.93,2.5022,-10.1867,2.6699,14.3152,-7.722,9.7089,28.6379,-7.657,20.514,35.4843,-9.3375,9.2823,14.4537,1.4196,33.4379,27.2056,14.3708,51.455,36.4648,6.8837,16.9765,0.9358,1.1717,39.4105,15.9763,14.7403,57.3885,25.783,7.1937,0.7682,0.3864,-0.2013,22.1817,-0.5256,-1.6229,33.6607,-6.8291,-12.2102,42.0088,-3.1467,-5.4043,1.5111,4.8225,0.2329,26.5058,23.1922,-19.7142,38.0294,23.8276,-14.9959,46.9886,24.4924,1.1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"112","Bradypus_variegatus","CG1917-73",32.869,13.5446,0.7185,56.7475,20.596,2.6049,21.7779,13.1738,6.278,61.6782,28.4222,1.7151,60.6694,38.3926,-2.756,26.1265,23.3962,2.0233,41.4757,43.2354,2.6644,53.4127,44.0611,1.3543,3.5769,-4.1541,5.053,25.5169,10.4664,6.8744,45.2407,22.5471,2.7983,-2.64,-2.1118,-8.3915,41.4668,-0.6171,-1.3393,48.6391,17.3128,2.6787,16.0801,-5.6428,-0.3595,29.8494,9.7376,-4.9163,1,1,1,11.9296,-6.4082,-7.1014,29.9326,-8.2234,-4.8993,39.8101,0.8449,-13.5715,0.5742,13.4175,-5.7405,6.4811,29.7233,-5.3305,18.0165,35.3668,-13.1763,8.5425,16.8766,2.1823,34.4532,30.77,11.3895,52.0303,40.5449,2.2656,18.8616,-0.2155,2.3243,42.8096,16.8702,11.7007,58.0871,30.4708,2.3886,0.2115,0.0564,-0.3506,25.8271,-0.3079,-2.6379,38.6811,-6.9582,-14.0934,50.1729,-2.2918,-6.0119,1.1268,4.2224,-0.334,28.243,24.1732,-22.2228,40.4214,27.1239,-17.1597,46.8091,29.577,-0.6957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"113","Bradypus_variegatus","CG1932-3006",29.8369,12.4311,4.1964,53.0206,20.1964,10.7304,16.8683,11.1269,6.2854,58.732,30.1085,5.5983,54.9131,39.9387,2.5145,21.0861,24.1821,4.4381,36.1907,43.1107,10.8848,46.5837,44.971,5.3925,0.3269,-7.1242,-0.6819,19.1459,7.7634,6.9879,40.6472,23.3104,6.1408,-2.8868,-2.0288,-12.376,38.8495,-0.1682,1.6675,45.4684,17.778,4.9296,11.9507,-7.0381,-5.0863,25.9233,10.1879,-1.6252,1,1,1,13.3854,-6.4768,-7.8193,28.3133,-7.2267,-5.2489,36.6213,2.73,-10.0473,-1.5462,13.9123,-7.5513,0.7196,28.6529,-3.6557,13.7043,34.994,-8.8935,3.3488,15.0671,-2.013,28.3536,29.635,13.102,45.6238,40.5508,7.6864,15.1579,-2.3654,-1.775,38.8959,18.18,12.3624,53.9995,29.9741,7.4258,0.0295,-0.1923,-0.3264,22.248,-0.8166,-1.9722,37.1567,-6.5343,-14.4462,44.532,-1.6737,-3.5851,-0.8178,3.0836,-0.3679,26.5258,25.7775,-21.0754,39.7088,28.286,-15.0201,46.6628,26.8028,0.3262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"114","Bradypus_variegatus","CG1932-3007",27.0579,11.1715,1.4802,48.2589,18.4677,7.3243,16.6305,11.1447,5.3193,54.7846,27.1707,10.1084,51.9556,34.9602,7.4026,19.7674,22.4335,2.2532,31.7876,40.0368,7.2597,43.2098,40.6969,11.1676,-0.1398,-6.484,-0.9113,19.4013,7.6835,5.7857,36.8445,20.1315,7.4853,-3.2761,-2.806,-11.6062,33.883,0.281,-1.6445,40.0577,16.1866,6.2802,10.2314,-5.8517,-6.9467,25.8115,10.4672,-2.2562,1,1,1,11.2047,-6.4222,-8.6196,1,1,1,1,1,1,-1.687,12.0909,-9.1265,1,1,1,1,1,1,1.4593,13.6587,-1.8987,24.1907,24.7056,14.0101,41.2891,36.2006,11.335,12.9861,-3.664,-1.8784,33.5653,13.5639,13.3347,49.3731,25.9556,10.324,0.6205,-0.6433,-0.1911,20.4819,-1.5095,-3.1222,32.5297,-6.5854,-13.2327,38.5602,-0.8056,-4.3593,-0.9042,1.6285,0.1572,21.6813,21.4843,-21.6588,32.9828,25.5682,-15.2567,39.7709,25.9931,-0.2808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"115","Bradypus_variegatus","CG1962-2130",25.5564,10.7905,0.1267,50.1906,20.7522,4.4088,15.9371,11.3718,5.6679,57.7807,30.2218,4.2923,54.7967,38.2989,-4.7651,17.9533,21.3371,0.8245,33.5864,43.4534,4.3823,47.0683,43.7933,2.9622,0.1543,-6.2109,0.751,19.5163,8.9531,7.5629,40.9281,22.649,4.7992,-3.4306,-2.765,-11.8857,36.1862,0.2006,0.4003,42.8394,16.9037,3.7306,11.8958,-6.754,-4.5581,26.1422,10.8085,-3.0572,1,1,1,11.9229,-6.5176,-7.6817,1,1,1,1,1,1,-2.6297,12.1818,-7.4411,1,1,1,1,1,1,3.3996,13.2816,-0.0612,26.8178,27.0925,13.8108,44.5262,38.3443,4.5975,13.3358,-1.9414,0.2508,36.1958,15.6883,13.0359,51.4618,28.1086,5.3497,0.1229,-0.26,-0.1247,21.9084,-0.8244,0.0246,35.5787,-6.0975,-12.3983,42.8224,-1.8236,-1.4476,-0.9022,3.0721,-0.1201,27.5181,23.1092,-22.4384,39.8093,24.8796,-13.9765,47.5295,26.9312,0.8499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"116","Bradypus_variegatus","CG1962-2133",28.7487,12.5903,1.2092,53.6395,19.0262,5.7355,18.9849,12.9322,5.4497,1,1,1,1,1,1,22.4362,22.605,0.9452,38.1442,42.2732,5.0635,1,1,1,0.1007,-6.9661,2.2828,21.966,8.2692,6.3145,44.9328,22.9573,5.6283,-6.4222,-4.542,-11.5146,38.5755,0.3446,-1.0124,45.3245,17.9164,3.4278,12.4864,-6.7734,-4.2281,27.229,11.729,-2.7566,1,1,1,12.4233,-7.5508,-7.694,30.0144,-6.6965,-5.5146,29.2462,-1.2032,15.2838,-1.8405,14.0733,-7.4856,5.7605,30.3707,-5.4591,14.3662,35.4454,-9.11,4.2977,14.0144,-1.233,31.7183,29.4379,11.6495,50.6384,39.4765,4.263,15.2422,-3.411,-0.7174,41.0791,15.5203,10.6289,58.1827,27.7435,4.2118,0.0523,-0.7967,0.3969,23.3516,-0.727,-3.4224,35.9424,-6.6112,-12.6727,43.414,-2.1462,-4.0182,1.7348,4.0469,-0.8752,26.2225,23.7663,-18.506,38.3556,24.7866,-14.2352,45.8341,25.1819,-0.7607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"117","Bradypus_variegatus","CG1962_2131",28.7087,11.737,5.43,50.7463,16.1822,9.2523,17.4041,11.3921,7.3742,55.4679,26.2135,9.7562,53.8171,36.0137,7.5153,20.8175,22.2846,4.6195,34.3552,40.7137,8.8939,45.7434,40.6354,9.6772,0.3396,-6.2011,1.2013,20.035,7.5415,7.8835,38.7414,19.7724,9.2232,-4.7065,-2.2103,-8.8271,37.4221,0.0127,-0.0979,40.6839,16.3898,8.2744,12.8474,-6.4666,-3.8146,26.4404,9.8758,-0.9834,1,1,1,13.1772,-7.0453,-6.2008,29.6649,-4.5728,-5.7765,40.6707,2.7933,-9.1268,-2.0384,14.7323,-6.2959,4.4457,29.6739,-4.19,16.7111,38.0517,-8.8597,2.8429,14.4551,0.4138,27.3484,27.9062,15.3838,43.336,37.0597,9.9851,14.1113,-3.0631,0.2997,35.0547,13.7679,16.1151,51.7804,26.0296,10.1901,-0.0945,0.6594,0.1573,22.4763,-0.8016,-1.815,35.2878,-7.1286,-12.1004,41.373,-2.7064,-2.968,0.6077,5.195,-0.1467,27.8112,24.7515,-19.511,37.8789,25.5745,-13.1577,45.1583,25.7725,0.3876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"118","Bradypus_variegatus","CG1962_2132",29.7473,14.418,2.7525,49.6133,20.8576,5.1869,17.1831,12.6685,4.3432,54.5853,30.4347,0.0943,50.7107,38.166,-3.7251,21.9043,24.0704,1.9721,33.487,40.7432,4.3307,43.5287,43.2579,-0.4769,0.2851,-6.6477,1.9248,19.1263,8.8979,5.4714,37.8764,22.8556,4.2896,-4.3408,-4.3754,-8.7608,37.9796,0.0764,0.6545,40.7094,17.8209,2.3734,13.0886,-7.7167,-4.243,27.4941,12.5608,-1.0201,1,1,1,14.3026,-7.6133,-6.4954,29.5563,-8.2342,-3.9719,37.9452,1.4136,-7.6476,-2.3294,14.6346,-6.1927,0.2457,29.8464,-3.3915,11.4402,34.5118,-7.8727,2.4064,14.1137,-0.8531,26.5206,28.6273,11.5395,43.0701,40.2914,2.0322,14.4756,-2.7073,-0.8464,35.0572,15.985,10.7369,49.8461,29.7956,1.911,0.1221,0.0066,-0.1623,25.3706,-0.3193,-1.9811,38.0931,-6.5864,-12.1501,45.6565,-1.6616,-3.334,1.2805,5.1331,-0.5753,27.159,23.4192,-21.0728,41.7717,26.0184,-15.7566,49.3765,28.0316,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"119","Bradypus_variegatus","CG1962_2134",26.9011,11.5242,1.359,49.3263,17.085,6.418,17.3462,12.6587,7.0922,54.9623,29.1844,6.7523,52.8422,39.4823,2.9347,21.3841,21.2319,1.5715,33.6564,40.1551,7.124,44.5564,43.7623,7.2379,1.285,-6.5401,1.7394,19.507,9.0506,7.379,39.7379,23.6895,7.9962,-5.3554,-3.5714,-10.8589,36.708,0.1967,-1.5247,40.6692,18.6268,6.1534,13.173,-6.6691,-3.8616,24.7666,9.5614,-3.8415,1,1,1,12.4038,-7.3391,-7.6538,27.2975,-5.7898,-5.0885,34.3052,5.3702,-11.5938,-2.1195,13.9129,-6.8446,1,1,1,1,1,1,2.4784,17.9342,3.7743,27.6602,28.8433,13.5895,42.7874,40.1028,8.0811,14.6714,-2.3352,0.0792,36.1251,18.4928,13.5796,52.0023,29.298,8.1074,-0.0805,0.0811,-0.5133,21.4862,0.5639,-1.4576,33.2063,-5.3953,-9.3543,42.1418,-1.9995,-3.0403,0.9877,3.9609,0.4033,24.2587,21.8469,-17.76,38.8366,23.5582,-14.5328,48.9742,24.1443,1.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"120","Bradypus_variegatus","CG1962_2135",35.5894,12.2279,1.207,58.8207,14.9306,7.2211,23.3729,13.1784,5.7648,65.8429,25.183,6.0329,65.0019,35.5562,3.7696,29.1937,22.6291,1.4094,46.0554,41.234,7.1981,57.0107,41.4521,6.4905,4.4581,-2.0717,2.5105,25.0926,9.7455,5.653,47.2023,21.5044,7.0693,-0.189,-1.1285,-9.9516,41.4805,-0.9058,0.1002,48.853,16.2527,5.4017,17.4057,-5.3573,-2.6072,34.5835,10.9279,-2.1281,-0.1372,0.2027,1.6086,16.2641,-6.0242,-7.1919,31.8558,-6.882,-3.1544,41.7786,0.3125,-8.4152,1,1,1,13.4833,30.2926,-5.0791,16.8955,27.2734,12.7036,10.0321,16.9923,0.179,35.5581,27.9399,11.224,56.4635,37.6434,8.9913,18.524,-0.7956,0.1398,41.9207,15.4449,10.3461,60.2754,25.1717,7.1044,0.0374,-0.1107,-0.1261,25.8261,0.6041,-2.8023,38.542,-5.2558,-12.6414,45.1306,-2.7072,-5.0601,2.7216,7.4147,-1.0351,32.7523,24.299,-19.2066,42.7587,24.3422,-12.4618,48.304,24.8591,-0.0634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"121","Bradypus_variegatus","CG1971-253",24.9684,13.2517,1.9496,47.0975,22.8249,9.0046,15.1753,12.3674,5.4489,52.6832,31.1217,8.8436,51.6143,39.8827,3.8231,17.6061,21.6667,1.7501,31.7863,42.4223,9.3456,43.4493,44.6214,8.3704,-0.1447,-7.2949,-0.2264,16.4004,7.8478,5.4983,36.8865,22.8696,6.9184,-0.6791,-0.6762,-12.6192,36.2807,0.6353,0.1187,37.783,18.7657,5.226,9.3181,-6.4699,-5.5674,25.1592,11.2286,-1.132,1,1,1,10.2583,-5.9396,-7.8444,24.2727,-7.0541,-8.076,31.313,4.3183,-15.0669,-3.614,10.8023,-7.7465,-4.1696,26.3069,-4.7978,5.697,30.0705,19.4783,0.0937,11.602,0.0251,22.7544,27.0696,13.7736,41.2889,40.5935,7.4474,11.8508,-3.3927,-0.826,30.5473,14.4915,13.3149,48.5527,31.9591,8.3035,0.7385,-0.4204,-0.0701,21.9688,-0.6,-2.7558,34.5289,-6.569,-13.444,42.7721,-1.8249,-3.5041,-1.0927,3.8406,-0.6832,28.6948,24.6174,-23.9033,34.0864,24.1872,-16.3511,39.4681,26.8094,-0.1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
